predict,target,deviance,state2,address,Ruta_SAK,brand,cluster,Cliente_ID,Agencia_ID,Canal_ID,Producto_ID,Semana,Demanda_uni_equil,id,weight,pieces,weight_per_piece,has_choco,has_vanilla,has_multigrain,target0,nProduct,productMeanLog,productMeanLog1,productMeanLog2,nClient,clientMeanLog,clientMeanLog1,clientMeanLog2,nProductClient,productClientMeanLog,nProductClient2,productClientMeanLog2,productClientMeanLog3,ntrIn,trIn,nbrand,brandmn,ngeo,geomn,ngeo2,geomn2,nbrand2,brandmn2,ngeo3,geomn3,ngeo4,geomn4,nbrand_cl,brandmn_cl,nbrand2_cl,brandmn2_cl,counts,modelID,algo,description
1.4267864751815795,0.6931471805599451,0.5382266146129294,17,108,3301,5,498,15766,1110,7,1212,9,1,63771752,120,2,60.0,FALSE,FALSE,FALSE,0.6931471805599451,543998,1.17914693146143,6.38687931936265,0.0,75,1.70996660984645,2.77258872223978,0.6931471805599451,3,1.59583058092735,3,1.79175946922805,1.38629436111989,203,1.61423749711125,35,1.61591664393416,2797,1.76074289377131,49,1.25724958290244,1354,1.697793735814,49,1.25724958290244,144118,1.90777604317349,3,1.59583058092735,49,1.25724958290244,3015010,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
1.2871115446090697,1.09861228866811,0.03553196949029544,17,108,3301,5,818,15766,1110,7,1238,9,2,63771753,140,2,70.0,FALSE,FALSE,FALSE,1.09861228866811,548333,1.25721581615225,6.29710931993394,0.0,75,1.70996660984645,2.77258872223978,0.6931471805599451,3,1.22962648470465,3,1.6094379124341,0.6931471805599451,231,1.62206289147364,35,1.61591664393416,2808,1.84041863365177,45,1.4508955520761,1354,1.697793735814,45,1.4508955520761,144118,1.90777604317349,3,1.22962648470465,45,1.4508955520761,649213,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
1.7746543526649474,1.09861228866811,0.457032872293104,17,108,3301,5,399,15766,1110,7,1240,9,2,63771754,125,4,31.25,FALSE,TRUE,FALSE,1.09861228866811,952106,1.62342475923166,7.50439155916124,0.0,75,1.70996660984645,2.77258872223978,0.6931471805599451,2,1.84443972705697,2,2.07944154167984,1.6094379124341,429,1.8027644297959,35,1.61591664393416,3495,2.15883795672969,63,1.63169000726592,1354,1.697793735814,63,1.63169000726592,144118,1.90777604317349,2,1.84443972705697,63,1.63169000726592,1556400,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
2.185158793926239,1.94591014905531,0.057239914072575906,17,108,3301,24,35,15766,1110,7,5310,9,6,63771759,50,,,FALSE,FALSE,FALSE,1.94591014905531,28539,2.75313952434409,7.02642680869964,0.0,75,1.70996660984645,2.77258872223978,0.6931471805599451,3,2.17008611350772,3,2.77258872223978,1.79175946922805,166,2.10787696182084,37,1.86264390482564,1104,3.00199812027473,58,1.93496495159005,798,1.64294614468944,58,1.93496495159005,144118,1.90777604317349,3,2.17008611350772,58,1.93496495159005,572509,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
1.9922861051559448,2.07944154167984,0.007596070115670751,17,108,3301,24,245,15766,1110,7,37057,9,7,63771772,80,2,40.0,TRUE,FALSE,FALSE,2.07944154167984,87982,1.92870441934513,7.9287663216267,0.0,75,1.70996660984645,2.77258872223978,0.6931471805599451,3,2.09718971318611,3,2.484906649788,1.6094379124341,150,1.85246363963188,37,1.86264390482564,1040,2.72997979337226,48,1.78982134837442,798,1.64294614468944,48,1.78982134837442,144118,1.90777604317349,3,2.09718971318611,48,1.78982134837442,744746,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
2.8522610378265383,2.94443897916644,0.008496772869662328,17,108,3301,41,300,22926,1110,7,1125,9,18,63771775,255,10,25.5,FALSE,FALSE,FALSE,2.94443897916644,432816,1.86050631148577,8.25192471380136,0.0,7,2.66203112875148,3.2188758248682,0.6931471805599451,3,2.94443897916644,3,2.94443897916644,2.94443897916644,108,2.73122390562978,3,2.94443897916644,1364,2.43204326258837,35,2.45910992705049,145,2.43323492777084,35,2.45910992705049,144118,1.90777604317349,3,2.94443897916644,35,2.45910992705049,197391,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
2.4938444232940675,2.484906649788,7.988379524576417E-5,17,108,3301,5,267,24080,1110,7,2233,9,11,63771777,640,,,FALSE,FALSE,FALSE,2.484906649788,831872,1.48616035826124,7.972810784121401,0.0,8,2.26164702216418,2.99573227355399,1.38629436111989,3,2.30258509299405,3,2.99573227355399,1.6094379124341,803,2.26001185557839,4,2.07351241002551,2749,1.94606485266323,52,2.44447267716491,1354,1.697793735814,52,2.44447267716491,144118,1.90777604317349,3,2.30258509299405,52,2.44447267716491,554124,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
2.5116290521621703,3.63758615972639,1.267779408074384,17,108,3301,32,574,24080,1110,7,42122,9,37,63771778,680,,,FALSE,FALSE,FALSE,3.63758615972639,473,2.02735027357546,6.02586597382531,0.0,8,2.26164702216418,2.99573227355399,1.38629436111989,3,2.46707708813767,3,2.89037175789616,1.94591014905531,9,2.73971452376193,3,2.46707708813767,49,1.97937020275317,6,2.75149750793568,34,2.13454330509276,6,2.75149750793568,144118,1.90777604317349,3,2.46707708813767,6,2.75149750793568,87131,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
4.987653369903565,4.61512051684126,0.13878072661074084,17,108,3301,35,438,24695,1110,7,33794,9,100,63771781,12,,,FALSE,FALSE,FALSE,4.61512051684126,1167,5.20216511571168,8.29429960885724,0.0,7,1.48746157287111,2.39789527279837,0.6931471805599451,0,1.38629436111989,0,1.38629436111989,1.38629436111989,18,5.69555805191417,0,1.38629436111989,146,5.19670210727093,1,4.61512051684126,2,5.16111539079507,1,4.61512051684126,144118,1.90777604317349,0,1.38629436111989,1,4.61512051684126,6988,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
3.472620449066162,3.71357206670431,0.05805768204244032,17,108,3301,5,267,50379,1110,7,2233,9,40,63771783,640,,,FALSE,FALSE,FALSE,3.71357206670431,831872,1.48616035826124,7.972810784121401,0.0,12,2.22098482962262,3.71357206670431,1.09861228866811,3,3.62454709143348,3,3.71357206670431,3.49650756146648,803,2.26001185557839,9,2.10632998700965,2749,1.94606485266323,52,2.44447267716491,1354,1.697793735814,52,2.44447267716491,144118,1.90777604317349,3,3.62454709143348,52,2.44447267716491,168160,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
