predict,target,deviance,state2,address,Ruta_SAK,brand,cluster,Cliente_ID,Agencia_ID,Canal_ID,Producto_ID,Semana,Demanda_uni_equil,id,weight,pieces,weight_per_piece,has_choco,has_vanilla,has_multigrain,target0,nProduct,productMeanLog,productMeanLog1,productMeanLog2,nClient,clientMeanLog,clientMeanLog1,clientMeanLog2,nProductClient,productClientMeanLog,nProductClient2,productClientMeanLog2,productClientMeanLog3,ntrIn,trIn,nbrand,brandmn,ngeo,geomn,ngeo2,geomn2,nbrand2,brandmn2,ngeo3,geomn3,ngeo4,geomn4,nbrand_cl,brandmn_cl,nbrand2_cl,brandmn2_cl,counts,modelID,algo,description
1.4267864751815795,0.6931471805599451,0.5382266146129294,17,108,3301,5,498,15766,1110,7,1212,9,1,63771752,120,2,60.0,FALSE,FALSE,FALSE,0.6931471805599451,543998,1.17914693146143,6.38687931936265,0.0,75,1.70996660984645,2.77258872223978,0.6931471805599451,3,1.59583058092735,3,1.79175946922805,1.38629436111989,203,1.61423749711125,35,1.61591664393416,2797,1.76074289377131,49,1.25724958290244,1354,1.697793735814,49,1.25724958290244,144118,1.90777604317349,3,1.59583058092735,49,1.25724958290244,4472937,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
1.8752777886390686,2.63905732961526,0.583359187213802,17,108,3301,24,580,15766,1110,7,3894,9,13,63771758,120,8,15.0,FALSE,FALSE,FALSE,2.63905732961526,80817,1.82794020733807,6.59441345974978,0.0,75,1.70996660984645,2.77258872223978,0.6931471805599451,3,2.07419208935712,3,2.19722457733622,1.94591014905531,127,2.06749761576745,37,1.86264390482564,668,2.16286978416105,35,1.76336659260443,798,1.64294614468944,35,1.76336659260443,144118,1.90777604317349,3,2.07419208935712,35,1.76336659260443,1477473,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
2.8522610378265383,2.94443897916644,0.008496772869662328,17,108,3301,41,300,22926,1110,7,1125,9,18,63771775,255,10,25.5,FALSE,FALSE,FALSE,2.94443897916644,432816,1.86050631148577,8.25192471380136,0.0,7,2.66203112875148,3.2188758248682,0.6931471805599451,3,2.94443897916644,3,2.94443897916644,2.94443897916644,108,2.73122390562978,3,2.94443897916644,1364,2.43204326258837,35,2.45910992705049,145,2.43323492777084,35,2.45910992705049,144118,1.90777604317349,3,2.94443897916644,35,2.45910992705049,668055,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
2.5116290521621703,3.63758615972639,1.267779408074384,17,108,3301,32,574,24080,1110,7,42122,9,37,63771778,680,,,FALSE,FALSE,FALSE,3.63758615972639,473,2.02735027357546,6.02586597382531,0.0,8,2.26164702216418,2.99573227355399,1.38629436111989,3,2.46707708813767,3,2.89037175789616,1.94591014905531,9,2.73971452376193,3,2.46707708813767,49,1.97937020275317,6,2.75149750793568,34,2.13454330509276,6,2.75149750793568,144118,1.90777604317349,3,2.46707708813767,6,2.75149750793568,41787,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
4.987653369903565,4.61512051684126,0.13878072661074084,17,108,3301,35,438,24695,1110,7,33794,9,100,63771781,12,,,FALSE,FALSE,FALSE,4.61512051684126,1167,5.20216511571168,8.29429960885724,0.0,7,1.48746157287111,2.39789527279837,0.6931471805599451,0,1.38629436111989,0,1.38629436111989,1.38629436111989,18,5.69555805191417,0,1.38629436111989,146,5.19670210727093,1,4.61512051684126,2,5.16111539079507,1,4.61512051684126,144118,1.90777604317349,0,1.38629436111989,1,4.61512051684126,19667,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
3.472620449066162,3.71357206670431,0.05805768204244032,17,108,3301,5,267,50379,1110,7,2233,9,40,63771783,640,,,FALSE,FALSE,FALSE,3.71357206670431,831872,1.48616035826124,7.972810784121401,0.0,12,2.22098482962262,3.71357206670431,1.09861228866811,3,3.62454709143348,3,3.71357206670431,3.49650756146648,803,2.26001185557839,9,2.10632998700965,2749,1.94606485266323,52,2.44447267716491,1354,1.697793735814,52,2.44447267716491,144118,1.90777604317349,3,3.62454709143348,52,2.44447267716491,437470,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
1.0095452439785004,1.38629436111989,0.1419398972668164,17,108,3301,5,120,73589,1110,7,1220,9,3,63771791,130,6,21.6666666666667,FALSE,FALSE,FALSE,1.38629436111989,400778,1.23605369723785,5.77144112313002,0.0,49,1.21870012948037,1.94591014905531,0.6931471805599451,1,0.6931471805599451,1,0.6931471805599451,0.6931471805599451,151,1.60816281618213,11,1.01418381122514,2717,1.76046512004362,29,1.41188583768918,1354,1.697793735814,29,1.41188583768918,144118,1.90777604317349,1,0.6931471805599451,29,1.41188583768918,3197163,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
5.466745729446411,5.14166355650266,0.10567841916583082,17,108,3301,5,267,108104,1110,7,2233,9,170,63771826,640,,,FALSE,FALSE,FALSE,5.14166355650266,831872,1.48616035826124,7.972810784121401,0.0,47,3.29246482409957,6.12029741895095,0.6931471805599451,3,5.5561091825278,3,5.61677109766657,5.46806014113513,803,2.26001185557839,29,3.3529096657887,2749,1.94606485266323,52,2.44447267716491,1354,1.697793735814,52,2.44447267716491,144118,1.90777604317349,3,5.5561091825278,52,2.44447267716491,6138,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
5.9806897163391115,5.54907608489522,0.18629032684818334,17,108,3301,41,483,108104,1110,7,4270,9,256,63771828,100,,,FALSE,FALSE,FALSE,5.54907608489522,69990,1.52541050477652,8.43185314424922,0.0,47,3.29246482409957,6.12029741895095,0.6931471805599451,3,6.05126693304328,3,6.12029741895095,5.92425579741453,93,2.14631710690403,6,5.3483815472745,835,2.26956266686139,3,6.05126693304328,145,2.43323492777084,3,6.05126693304328,144118,1.90777604317349,3,6.05126693304328,3,6.05126693304328,974,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
3.145971405506134,4.93447393313069,3.198741291319425,17,108,3301,5,499,108104,1110,7,47336,9,138,63771837,340,8,42.5,FALSE,FALSE,FALSE,4.93447393313069,18534,2.52547647142641,7.62997570702779,0.0,47,3.29246482409957,6.12029741895095,0.6931471805599451,3,3.65904128504469,3,5.02388052084628,1.94591014905531,558,2.528513220966,29,3.3529096657887,503,2.50075493083285,13,2.58144149969509,1354,1.697793735814,13,2.58144149969509,144118,1.90777604317349,3,3.65904128504469,13,2.58144149969509,1907,drf-c70bb027-a911-4f67-a754-bb25c31f7ae8,drf,Random Forest
